0.0	3.87053	1466.2466	3.6974833	7.944775
0.1	3.6244128	1465.8513	3.6973324	7.941837
0.2	3.4914515	1465.456	3.6971817	7.9250317
0.3	3.417489	1465.0608	3.6970308	7.908227
0.4	3.4275236	1464.6655	3.6968799	7.891422
0.5	3.4715204	1464.2703	3.6967292	7.8746166
0.6	3.4731991	1463.875	3.6965783	7.857932
0.7	3.3651323	1463.4797	3.6964273	7.8413196
0.8	3.141076	1463.0845	3.6962767	7.8247075
0.9	2.8783894	1462.6892	3.6961257	7.808095
1.0	2.6602073	1462.294	3.6959748	7.791483
1.1	2.4552257	1461.8987	3.6958241	7.7748075
1.2	2.2040632	1461.5034	3.6956732	7.7580175
1.3	1.9626296	1461.1082	3.6955223	7.7412276
1.4	1.7890388	1460.7129	3.6953716	7.7244377
1.5	1.7155758	1460.3176	3.6952207	7.707648
1.6	1.7431455	1459.9224	3.6950698	7.6908813
1.7	1.8046318	1459.5271	3.694919	7.674358
1.8	1.8082976	1459.1318	3.6947682	7.6578345
1.9	1.7755275	1458.7366	3.6946173	7.641311
2.0	1.6591806	1458.3413	3.6945906	7.624788
2.1	1.4866645	1467.6187	3.6945906	7.608264
2.2	1.3402594	1486.3655	3.6945906	7.591668
2.3	1.2532516	1505.1123	3.6945906	7.5750556
2.4	1.1884508	1523.8591	3.6945906	7.5584435
2.5	1.0830729	1542.6061	3.6945906	7.541831
2.6	0.89607716	1561.3529	3.6945906	7.525219
2.7	0.6385726	1580.0997	3.6945906	7.5086555
2.8	0.37368026	1598.8466	3.6945906	7.492132
2.9	0.1748277	1617.5935	3.6945906	7.475609
3.0	0.09726319	1636.3403	3.6945894	7.4590855
3.1	0.07116467	1655.0872	3.6943617	7.442562
3.2	-0.073186435	1673.834	3.6941342	7.4260135
3.3	-0.29171267	1700.1427	3.6939065	7.4094014
3.4	-0.5270298	1732.6359	3.6936789	7.392789
3.5	-0.71379435	1765.129	3.6934514	7.376177
3.6	-0.7770087	1797.6222	3.6932237	7.359565
3.7	-0.69581544	1830.1155	3.6928332	7.3429523
3.8	-0.60230803	1862.6086	3.692321	7.32634
3.9	-0.6438542	1895.1018	3.691809	7.3097277
4.0	-0.7391443	1927.595	3.6912968	7.2931156
4.1	-0.83886755	1960.0881	3.6907847	7.276503
4.2	-0.9101812	1992.5813	3.6902726	7.259891
4.3	-0.9386941	2025.0745	3.6897607	7.2431464
4.4	-0.9282694	2057.5676	3.6892486	7.2263565
4.5	-0.8888425	2083.5967	3.6887364	7.2095666
4.6	-0.83460945	2077.5667	3.6882243	7.1927767
4.7	-0.8002014	2071.5364	3.6877122	7.175987
4.8	-0.81405735	2065.5063	3.6872	7.159112
4.9	-0.86258674	2059.4763	3.6866882	7.142144
5.0	-0.94980353	2053.4463	3.6865394	7.1251764
5.1	-1.0439765	2047.4161	3.6865394	7.108209
5.2	-1.0814	2041.3861	3.6865394	7.0912414
5.3	-1.0439751	2035.356	3.6865394	7.0742927
5.4	-0.94231963	2029.3259	3.6865394	7.0574136
5.5	-0.80029285	2023.2958	3.6865394	7.040535
5.6	-0.6740412	2017.2657	3.6865394	7.0236564
5.7	-0.61614126	2011.2356	3.6865394	7.0067773
5.8	-0.6881616	2005.2056	3.6865394	6.9898987
5.9	-0.8041599	1999.1755	3.6865394	6.972602
6.0	-0.92815053	1993.1454	3.6865394	6.9552794
6.1	-0.9852452	1987.1154	3.6865394	6.9379563
6.2	-0.9728434	1981.0852	3.6865394	6.9206333
6.3	-0.9268441	1975.0552	3.6865394	6.9033103
6.4	-0.88357186	1976.9073	3.6865394	6.885868
6.5	-0.8717785	1980.6326	3.6865394	6.868367
6.6	-0.9025626	1984.3578	3.6865394	6.850867
6.7	-1.0050535	1988.083	3.6865394	6.833366
6.8	-1.1483651	1991.8082	3.6865394	6.8158655
6.9	-1.2973975	1995.5336	3.6863036	6.7981853
7.0	-1.4281194	1999.2588	3.6857347	6.7802405
7.1	-1.5189298	2002.984	3.6851656	6.7622957
7.2	-1.5622163	2006.7092	3.6845968	6.744351
7.3	-1.5538669	2010.4344	3.6840277	6.7264066
7.4	-1.4829112	2014.1597	3.6834588	6.7084618
7.5	-1.3459411	2017.8849	3.6828897	6.690517
7.6	-1.1631181	2021.6101	3.682712	6.672572
7.7	-1.0202041	2025.3353	3.6825414	6.6546273
7.8	-0.9650481	2029.0605	3.6823707	6.6366825
7.9	-0.99607486	2032.7858	3.6822	6.6187377
8.0	-1.0376292	2036.511	3.6820292	6.600331
8.1	-1.046832	2040.2362	3.6818588	6.581853
8.2	-1.0190293	2043.9614	3.6815	6.563375
8.3	-0.9670631	2047.6866	3.6809878	6.544897
8.4	-0.9211746	2051.4119	3.6804757	6.5264196
8.5	-0.90455997	2055.1372	3.6799636	6.5076756
8.6	-0.8934684	2058.8623	3.6794517	6.488754
8.7	-0.88238794	2062.5876	3.6789396	6.469832
8.8	-0.95122755	2066.3127	3.6784883	6.4509096
8.9	-1.0489475	2070.038	3.6784883	6.431988
9.0	-1.1386024	2073.7632	3.6784883	6.4129486
9.1	-1.201255	2077.4885	3.6784883	6.393671
9.2	-1.2295464	2081.2136	3.6784883	6.374394
9.3	-1.2470831	2084.939	3.6784883	6.3551164
9.4	-1.315479	2088.6643	3.6784883	6.3358393
9.5	-1.4318168	2085.2673	3.6784883	6.316523
9.6	-1.50237	2077.847	3.6784883	6.296624
9.7	-1.5799091	2070.4265	3.6784883	6.276725
9.8	-1.6771463	2063.006	3.6784883	6.256826
9.9	-1.7793156	2055.5857	3.6784883	6.2369266
10.0	-1.8632643	2048.1653	3.6784883	6.2170277
10.1	-1.9075998	2040.7449	3.6784883	6.1968465
10.2	-1.9109167	2033.3245	3.6784883	6.176592
10.3	-1.9239929	2025.904	3.6784883	6.1563373
10.4	-2.0264745	2018.4836	3.6784883	6.1360826
10.5	-2.166099	2011.0632	3.6784883	6.1158285
10.6	-2.25634	2003.6428	3.6784883	6.0949206
10.7	-2.263149	1996.2224	3.6784883	6.0734224
10.8	-2.1764736	1988.802	3.6784883	6.051924
10.9	-2.042319	1981.3816	3.6784883	6.030426
11.0	-1.9285368	1973.9612	3.6784883	6.008928
11.1	-1.8763478	1966.5408	3.6784883	5.9874296
11.2	-1.8846239	1959.1204	3.6784883	5.9659314
11.3	-1.9344854	1951.7	3.6784883	5.944433
11.4	-1.989864	1944.2795	3.6784215	5.922935
11.5	-2.0136983	1936.8591	3.6782508	5.901437
11.6	-1.9953691	1929.4387	3.67808	5.8799386
11.7	-1.9684227	1922.0183	3.6779094	5.8575296
11.8	-1.993537	1914.5979	3.6777387	5.83511
11.9	-2.0710456	1907.1775	3.677568	5.8126907
12.0	-2.1538615	1899.7571	3.6773973	5.790271
12.1	-2.2187173	1892.3367	3.6769536	5.7678514
12.2	-2.2256317	1884.9163	3.6764984	5.744356
12.3	-2.1203732	1877.4958	3.676043	5.7208157
12.4	-2.045551	1870.0754	3.675588	5.697275
12.5	-1.9999748	1862.655	3.6751328	5.6737347
12.6	-1.9574535	1855.2346	3.6746776	5.650054
12.7	-1.9146732	1847.2909	3.6743727	5.6256895
12.8	-1.9261786	1839.0208	3.674202	5.6013246
12.9	-2.0501647	1830.7506	3.6740313	5.57696
13.0	-2.277637	1822.4805	3.6738605	5.5525956
13.1	-2.5389028	1814.2103	3.6736898	5.5277042
13.2	-2.7771225	1805.9402	3.6735191	5.5024905
13.3	-2.8936844	1797.67	3.673321	5.4772763
13.4	-2.8842561	1789.3999	3.6728659	5.4520626
13.5	-2.8648686	1781.1298	3.6724107	5.426438
13.6	-2.9498236	1772.8597	3.6719556	5.3998966
13.7	-3.2544231	1764.5896	3.6715002	5.373356
13.8	-3.6175096	1756.3195	3.671045	5.3468146
13.9	-4.096018	1748.0493	3.67059	5.320274
14.0	-4.325483	1739.7792	3.6704373	5.2928224
14.1	-4.422438	1731.509	3.6704373	5.26537
14.2	-4.4698315	1723.2389	3.6704373	5.2379174
14.3	-4.6161666	1714.9688	3.6704373	5.210465
14.4	-4.780997	1706.6986	3.6704373	5.180745
14.5	-4.920868	1698.4285	3.6704373	5.1508493
14.6	-5.0554748	1690.1584	3.6704373	5.120953
14.7	-5.1907983	1681.8883	3.6704373	5.0909266
14.8	-5.299053	1673.6182	3.6704373	5.0596776
14.9	-5.3519773	1668.8976	3.6704373	5.0284286
15.0	-5.295497	1669.2139	3.6704373	4.9971795
15.1	-5.126521	1669.53	3.6704373	4.9648733
15.2	-4.972722	1669.8462	3.6704373	4.9315295
15.3	-4.927996	1670.1625	3.6704373	4.8981853
15.4	-4.9430604	1670.4786	3.6704373	4.8644414
15.5	-4.9505663	1670.7949	3.6704373	4.828465
15.6	-4.9167185	1671.1111	3.6704373	4.7924886
15.7	-4.868584	1671.4272	3.6704373	4.7565117
15.8	-4.8925567	1671.7435	3.6704373	4.719205
15.9	-5.07918	1672.0597	3.6704373	4.6815634
16.0	-5.314632	1672.376	3.6704373	4.643922
16.1	-5.5369005	1672.6921	3.6704373	4.6054745
16.2	-5.712408	1673.0083	3.6704373	4.566658
16.3	-5.8332534	1673.3246	3.6704373	4.527842
16.4	-5.902955	1673.6407	3.6704373	4.4870853
16.5	-5.917378	1673.957	3.6704373	4.4458804
16.6	-5.8484697	1674.2732	3.6701171	4.4046755
16.7	-5.6644936	1674.5894	3.6697757	4.361789
16.8	-5.3771195	1674.9056	3.6694345	4.318793
16.9	-5.0290914	1675.2218	3.6690931	4.2757964
17.0	-4.7174983	1675.5381	3.6687517	4.2328
17.1	-4.481989	1675.8542	3.6684103	4.1898036
17.2	-4.4302835	1676.1704	3.6680977	4.1462836
17.3	-4.4987373	1676.4867	3.667813	4.100551
17.4	-4.6280518	1676.8029	3.6675286	4.0548186
17.5	-4.755513	1677.1191	3.6672442	4.0089335
17.6	-4.8096757	1677.4353	3.6669598	3.9629276
17.7	-4.7613053	1677.7515	3.6666753	3.916712
17.8	-4.6601615	1678.0677	3.6663654	3.869416
17.9	-4.6019883	1678.3839	3.6657395	3.82212
18.0	-4.5740795	1678.7002	3.6651137	3.7738338
18.1	-4.483481	1679.0164	3.6644878	3.7252479
18.2	-4.319761	1679.3325	3.663862	3.676662
18.3	-4.1575837	1679.4083	3.6632361	3.6280758
18.4	-4.106002	1678.7837	3.66261	3.57949
18.5	-4.2117486	1678.159	3.6623862	3.5304835
18.6	-4.4017396	1677.5344	3.6623862	3.4814675
18.7	-4.53476	1676.9099	3.6623862	3.432201
18.8	-4.446125	1676.2853	3.6623862	3.382755
18.9	-4.281214	1675.6606	3.6623862	3.3335526
19.0	-4.1535883	1675.036	3.6623862	3.2853966
19.1	-4.0050135	1674.4114	3.6623862	3.2372406
19.2	-3.8378258	1673.7867	3.6623862	3.1901088
19.3	-3.7128525	1673.1621	3.6623862	3.1432426
19.4	-3.695919	1672.5376	3.6623862	3.098702
19.5	-3.7830532	1671.913	3.6623862	3.0576599
19.6	-3.869945	1671.2883	3.6623862	3.016618
19.7	-3.9198065	1670.6637	3.6623862	2.9784186
19.8	-3.972404	1670.0391	3.6623862	2.941092
19.9	-4.075551	1669.4144	3.6623862	2.9037654
20.0	-4.438323	1668.7899	3.6623862	2.867891
20.1	-4.827262	1668.1653	3.6623862	2.8327918
